technology,Material,value,source,authors,publish_year,year_of_data
Solar Distributed,Silicon,6630.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2017,2015
Solar Distributed,Silver,36.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2017,2015
Solar Distributed,Silver,19.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2018,2015
Solar Distributed,Silver,36.0,liang_2022,"Valero, A., Valero, A., Calvo, G., Ortego, A., Ascaso, S., & Palacios, J. L.",2018,2015
Solar Distributed,Copper,300.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
Solar Distributed,Nickel,1.1,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
Solar Distributed,Silicon,3653.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
Solar Distributed,Silver,19.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
Solar Distributed,Silver,10.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
Solar Distributed,Silver,20.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
Solar Distributed,Silver,80.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2014
Solar Distributed,Lead,6.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
Solar Distributed,Nickel,1.3,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
Solar Distributed,Silicon,6630.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
Solar Distributed,Silver,4.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
Solar Distributed,Silver,47.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
Solar Distributed,Silver,57.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
Solar Distributed,Silver,17.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
Solar Distributed,Copper,250.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2016
Solar Distributed,Lead,72.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2017
Solar Distributed,Silver,5.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2017
Solar Distributed,Silicon,9000.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2018
Solar Distributed,Copper,825.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2019
Solar Distributed,Copper,458.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2019
Solar Distributed,Lead,39.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2019
Solar Distributed,Nickel,1.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2019
Solar Distributed,Silicon,6428.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2019
Solar Distributed,Silver,36.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2019
Solar Distributed,Silver,30.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2019
NGGT,Nickel,8.0,wang_2023,Albers et al 1976,1976,-1
NGGT,Manganese,199.0,wang_2023,Albers et al 1976,1976,-1
NGGT,Copper,471.0,wang_2023,Albers et al 1976,1976,-1
NGGT,Nickel,11.0,wang_2023,El-Bassioni 1980,1980,-1
NGGT,Manganese,124.0,wang_2023,El-Bassioni 1980,1980,-1
NGGT,Copper,500.0,wang_2023,El-Bassioni 1980,1980,-1
NGGT,Copper,538.0,wang_2023,El-Bassioni 1980,1980,-1
NGGT,Steel,31030.0,wang_2023,Spath + Mann 2000,2000,-1
NGGT,Cement,11403.0,wang_2023,Spath + Mann 2000,2000,-1
NGGT,Cement,15640.0,wang_2023,Spath + Mann 2000,2000,-1
NGGT,Aluminum,204.0,wang_2023,Spath + Mann 2000,2000,-1
NGGT,Steel,51130.0,wang_2023,Tahara et al 1997,1997,-1
NGGT,Cement,7350.0,wang_2023,Tahara et al 1997,1997,-1
NGGT,Cement,10080.0,wang_2023,Tahara et al 1997,1997,-1
NGGT,Aluminum,230.0,wang_2023,Tahara et al 1997,1997,-1
NGGT,Nickel,10.0,wang_2023,White + Kulcinski 1998,1998,-1
NGGT,Manganese,112.0,wang_2023,White + Kulcinski 1998,1998,-1
NGGT,Copper,454.0,wang_2023,White + Kulcinski 1998,1998,-1
Gas,Nickel,8.0,wang_2023,Albers et al 1976,1976,-1
Gas,Manganese,199.0,wang_2023,Albers et al 1976,1976,-1
Gas,Copper,471.0,wang_2023,Albers et al 1976,1976,-1
Gas,Nickel,11.0,wang_2023,El-Bassioni 1980,1980,-1
Gas,Manganese,124.0,wang_2023,El-Bassioni 1980,1980,-1
Gas,Copper,500.0,wang_2023,El-Bassioni 1980,1980,-1
Gas,Copper,538.0,wang_2023,El-Bassioni 1980,1980,-1
Gas,Steel,31030.0,wang_2023,Spath + Mann 2000,2000,-1
Gas,Cement,11403.0,wang_2023,Spath + Mann 2000,2000,-1
Gas,Cement,15640.0,wang_2023,Spath + Mann 2000,2000,-1
Gas,Aluminum,204.0,wang_2023,Spath + Mann 2000,2000,-1
Gas,Steel,51130.0,wang_2023,Tahara et al 1997,1997,-1
Gas,Cement,7350.0,wang_2023,Tahara et al 1997,1997,-1
Gas,Cement,10080.0,wang_2023,Tahara et al 1997,1997,-1
Gas,Aluminum,230.0,wang_2023,Tahara et al 1997,1997,-1
Gas,Nickel,10.0,wang_2023,White + Kulcinski 1998,1998,-1
Gas,Manganese,112.0,wang_2023,White + Kulcinski 1998,1998,-1
Gas,Copper,454.0,wang_2023,White + Kulcinski 1998,1998,-1
